Name E(MP2/CBS) E(HF/aDZ) E(HF/aDZ-ACP_Comp)
bse49_P-Si_21_AB -863.6262868459 -862.1524784500 -863.62632739
bse49_P-Si_22_AB -902.8749891024 -901.1902778600 -902.87542183
bse49_P-Si_23_AB -942.1266870613 -940.2294116800 -942.12706496
bse49_P-Si_24_A -446.5735674245 -445.6242730300 -446.57340578
bse49_P-Si_24_AB -788.7475398780 -787.5764077300 -788.74796391
bse49_P-Si_25_A -407.3021934899 -406.5573447800 -407.30070945
bse49_P-Si_25_AB -749.4755350445 -748.5086415100 -749.47477950
bse49_P-Si_26_A -485.8221396313 -484.6678297900 -485.82199617
bse49_P-Si_26_AB -827.9969849540 -826.6199707400 -827.99757222
bse49_P-Si_27_A -368.0361553581 -367.4937829400 -368.03468654
bse49_P-Si_27_AB -710.2083480556 -709.4448104300 -710.20750873
bse49_P-Si_28_AB -1129.1739090080 -1127.1608249100 -1129.17348646
bse49_P-Si_29_AB -672.1935204067 -671.6133616500 -672.19371759
bse49_P-Si_2_AB -976.3099065335 -974.3942058300 -976.30986885
bse49_P-Si_30_AB -876.5285991745 -875.1231000400 -876.52902673
bse49_P-Si_31_AB -1261.4355942783 -1258.6467050800 -1261.43556432
bse49_P-Si_32_AB -1062.9099032235 -1060.7846273900 -1062.90922362
bse49_P-Si_33_A -385.3100349022 -384.7007123000 -385.31057539
bse49_P-Si_33_AB -727.4828234952 -726.6517057600 -727.48361600
bse49_P-Si_34_AB -672.2068931052 -671.6255284400 -672.20734528
bse49_P-Si_35_AB -711.4536922470 -710.6633071500 -711.45392101
bse49_P-Si_36_AB -750.7044309960 -749.7025999400 -750.70449690
bse49_P-Si_37_AB -750.6892378347 -749.6952382200 -750.68944607
bse49_P-Si_38_AB -1068.7185548539 -1067.9559712500 -1068.71758067
bse49_P-Si_39_AB -632.9463372667 -632.5754094400 -632.94636835
bse49_P-Si_3_AB -937.0658477977 -935.3549275800 -937.06580345
bse49_P-Si_40_AB -837.2728600554 -836.0782004400 -837.27294979
bse49_P-Si_41_AB -688.2458019412 -687.6163252200 -688.24605309
bse49_P-Si_42_A -710.7955826976 -710.0371388000 -710.79569231
bse49_P-Si_42_AB -1131.4647811406 -1130.0617185300 -1131.46454795
bse49_P-Si_43_AB -1062.0568323876 -1059.9330045200 -1062.05718422
bse49_P-Si_44_AB -861.9022616412 -860.5055468600 -861.90202209
bse49_P-Si_44_B -441.2303166036 -440.4721556200 -441.23036985
bse49_P-Si_45_A -480.4933110887 -479.5269542500 -480.49286817
bse49_P-Si_45_AB -901.1673968648 -899.5608080800 -901.16778427
bse49_P-Si_46_A -519.7321993902 -518.5617717000 -519.73178732
bse49_P-Si_46_AB -940.4061010021 -938.5955672100 -940.40663056
bse49_P-Si_47_AB -897.8262066328 -896.3201257000 -897.82598100
bse49_P-Si_48_AB -858.5643441746 -857.2678229300 -858.56398094
bse49_P-Si_49_AB -2236.2053134498 -2234.2029301600 -2236.20562681
bse49_P-Si_4_A -572.9987014988 -571.7459050800 -572.99880397
bse49_P-Si_4_AB -863.8935519549 -862.4394831200 -863.89428554
bse49_P-Si_50_AB -1156.3614655398 -1154.0733576700 -1156.36043454
bse49_P-Si_51_AB -1673.3826194578 -1671.0109623000 -1673.38234896
bse49_P-Si_52_AB -1383.1212232298 -1380.9108256200 -1383.12214911
bse49_P-Si_53_AB -935.8275486454 -934.1379755100 -935.82635110
bse49_P-Si_54_A -496.5719134942 -495.5537574800 -496.57010057
bse49_P-Si_54_AB -951.9461900474 -950.2452612500 -951.94503362
bse49_P-Si_55_AB -902.8801479123 -901.1916429400 -902.88087716
bse49_P-Si_56_AB -863.6182595131 -862.1419580200 -863.61876950
bse49_P-Si_57_AB -860.5837116750 -859.2489550300 -860.58322809
bse49_P-Si_58_AB -861.9170249862 -860.5213512300 -861.91764730
bse49_P-Si_59_A -558.9760692552 -557.6009832600 -558.97569549
bse49_P-Si_59_AB -901.1534209744 -899.5577686300 -901.15444536
bse49_P-Si_5_AB -750.7069401792 -749.7100459900 -750.70725170
bse49_P-Si_60_AB -949.1607795696 -947.5091649300 -949.16162863
bse49_P-Si_61_AB -711.4442632524 -710.6531115600 -711.44447524
bse49_P-Si_62_AB -1726.4609561726 -1723.2664624100 -1726.46251907
bse49_P-Si_63_AB -1052.0113574603 -1049.7771576700 -1052.01202148
bse49_P-Si_64_AB -902.8880648082 -901.2029354900 -902.88856312
bse49_P-Si_65_AB -942.1503399702 -940.2537838600 -942.15111428
bse49_P-Si_6_AB -1396.3071419611 -1394.3583984100 -1396.30763446
bse49_P-Si_7_AB -750.7290891895 -749.7267295000 -750.72979346
bse49_P-Si_8_AB -976.3280050972 -974.4073458700 -976.32779842
bse49_P-Si_9_AB -935.8357147356 -934.1648009900 -935.83559171
bse49_S-Cl_10_A -1606.9924834560 -1606.1720142300 -1606.99144082
bse49_S-Cl_10_AB -2066.7845705944 -2065.6835149700 -2066.78388118
bse49_S-Cl_11_A -1147.7756330786 -1147.1907327200 -1147.77489758
bse49_S-Cl_11_AB -1607.5687129957 -1606.7038540500 -1607.56842963
bse49_S-Cl_12_A -688.5621400054 -688.2102696900 -688.56163468
bse49_S-Cl_12_AB -1148.3536109208 -1147.7230519700 -1148.35348639
bse49_S-Cl_13_A -739.8182580071 -739.4222862300 -739.81773339
bse49_S-Cl_13_AB -1199.5938157259 -1198.9324509400 -1199.59341691
bse49_S-Cl_14_A -818.3382873876 -817.5151808100 -818.33977685
bse49_S-Cl_14_AB -1278.1105952877 -1277.0250676500 -1278.11033344
bse49_S-Cl_16_A -1814.9683106224 -1813.8618216000 -1814.96801423
bse49_S-Cl_16_AB -2274.7658232977 -2273.3753606300 -2274.76590246
bse49_S-Cl_17_AB -1101.6395980728 -1100.1408420700 -1101.63896277
bse49_S-Cl_18_AB -1305.9443949091 -1303.6163540000 -1305.94309749
bse49_S-Cl_19_AB -1510.2425648703 -1507.0731272900 -1510.24153368
bse49_S-Cl_20_AB -975.8174591201 -974.7249059300 -975.81743952
bse49_S-Cl_21_AB -936.5699386549 -935.6854000200 -936.56995976
bse49_S-Cl_22_AB -1015.0669810859 -1013.7638882700 -1015.06723904
bse49_S-Cl_23_AB -1015.0616915453 -1013.7626314800 -1015.06157932
bse49_S-Cl_25_AB -975.8139100376 -974.7236041500 -975.81384822
bse49_S-Cl_27_A -965.4332556983 -964.1189586900 -965.43339620
bse49_S-Cl_27_AB -1425.2248570357 -1423.6314600300 -1425.22550765
bse49_S-Cl_28_A -1021.5257470956 -1020.1479658400 -1021.52551079
bse49_S-Cl_28_AB -1481.3183671478 -1479.6597748900 -1481.31876745
bse49_S-Cl_29_A -586.6785298943 -585.7324129900 -586.67783645
bse49_S-Cl_29_AB -1046.4711274313 -1045.2438863800 -1046.47131804
bse49_S-Cl_2_AB -1255.8352856966 -1255.1429298600 -1255.83463057
bse49_S-Cl_30_A -625.9054093854 -624.7576131200 -625.90510362
bse49_S-Cl_30_AB -1085.6986197821 -1084.2696634100 -1085.69916140
bse49_S-Cl_31_AB -1010.5347794040 -1009.3946553800 -1010.53499494
bse49_S-Cl_32_A -511.4837699885 -510.8293790200 -511.48345257
bse49_S-Cl_32_AB -971.2788466107 -970.3443860900 -971.27879142
bse49_S-Cl_33_A -1040.5968750061 -1038.9789874600 -1040.59696727
bse49_S-Cl_33_AB -1500.3880694640 -1498.4941378700 -1500.38876278
bse49_S-Cl_34_A -610.6870695842 -609.7115040400 -610.68685943
bse49_S-Cl_34_AB -1070.4790987545 -1069.2224582300 -1070.47919914
bse49_S-Cl_35_A -970.6527942047 -969.7597296900 -970.65201151
bse49_S-Cl_35_AB -1430.4467217981 -1429.2717738400 -1430.44649855
bse49_S-Cl_36_A -548.5032867966 -547.7057659400 -548.50240147
bse49_S-Cl_36_AB -1008.2933727720 -1007.2193402800 -1008.29238688
bse49_S-Cl_37_A -587.7357663125 -586.7368329000 -587.73664683
bse49_S-Cl_37_AB -1047.5262501592 -1046.2486968400 -1047.52641332
bse49_S-Cl_38_AB -935.3406597167 -934.4890503000 -935.34007439
bse49_S-Cl_39_AB -934.0911548598 -933.2703028500 -934.09134383
bse49_S-Cl_40_AB -950.1857855131 -949.3242595200 -950.18570445
bse49_S-Cl_41_A -888.1671681228 -887.3585456900 -888.16693357
bse49_S-Cl_41_AB -1347.9452340984 -1346.8624232700 -1347.94476149
bse49_S-Cl_42_A -566.8058854477 -565.8988110100 -566.80565095
bse49_S-Cl_42_AB -1026.6027978645 -1025.4152637500 -1026.60245674
bse49_S-Cl_43_A -606.0406271605 -604.9290352700 -606.04048121
bse49_S-Cl_43_AB -1065.8384135567 -1064.4460276600 -1065.83843630
bse49_S-Cl_44_A -645.2773831312 -643.9556773200 -645.27703892
bse49_S-Cl_44_AB -1105.0697565108 -1103.4670051000 -1105.06966423
bse49_S-Cl_45_A -646.4481876563 -645.0896717100 -646.44756831
bse49_S-Cl_45_AB -1106.2465679924 -1104.6120571800 -1106.24664777
bse49_S-Cl_46_AB -987.2512015060 -986.2574848500 -987.25084135
bse49_S-Cl_47_A -1193.8156962511 -1193.1730417200 -1193.81444814
bse49_S-Cl_47_AB -1653.5929087276 -1652.6787370600 -1653.59181594
bse49_S-Cl_48_A -888.1549483720 -887.3404366500 -888.15607603
bse49_S-Cl_48_AB -1347.9381463064 -1346.8469947300 -1347.93934152
bse49_S-Cl_49_A -909.2453845443 -908.3712247100 -909.24477864
bse49_S-Cl_49_AB -1369.0400785022 -1367.8826081200 -1369.03960516
bse49_S-Cl_4_AB -933.2301034815 -932.4561661400 -933.23027085
bse49_S-Cl_50_AB -1293.8563552000 -1292.9858494800 -1293.85538984
bse49_S-Cl_51_A -909.2497366754 -908.3629489900 -909.24981139
bse49_S-Cl_51_AB -1369.0371839326 -1367.8724972000 -1369.03597530
bse49_S-Cl_52_A -1231.8274945630 -1231.0084933800 -1231.82756099
bse49_S-Cl_52_AB -1691.6170083043 -1690.5206448000 -1691.61627948
bse49_S-Cl_53_A -1271.0772816349 -1270.0472382400 -1271.07742210
bse49_S-Cl_53_AB -1730.8682154874 -1729.5615900900 -1730.86792912
bse49_S-Cl_54_A -948.4784532976 -947.3866642500 -948.47913067
bse49_S-Cl_54_AB -1408.2668484424 -1406.9018716600 -1408.26771853
bse49_S-Cl_55_A -1060.7549626219 -1059.1744593600 -1060.75468039
bse49_S-Cl_55_AB -1520.5477275408 -1518.6862482700 -1520.54867181
bse49_S-Cl_56_A -985.5982249065 -984.3181269800 -985.59847035
bse49_S-Cl_56_AB -1445.3914918067 -1443.8304464000 -1445.39269973
bse49_S-Cl_57_A -491.5988850558 -490.9834791100 -491.59805324
bse49_S-Cl_57_AB -951.3968725549 -950.4995867300 -951.39657296
bse49_S-Cl_58_A -530.8340102338 -530.0152924200 -530.83346193
bse49_S-Cl_58_AB -990.6288725880 -989.5309148400 -990.62866885
bse49_S-Cl_59_A -565.5192096889 -564.6460080000 -565.51850524
bse49_S-Cl_59_AB -1025.3103410785 -1024.1564666500 -1025.30971629
bse49_S-Cl_5_A -453.5881659250 -453.1292780100 -453.58890862
bse49_S-Cl_5_AB -913.3722400675 -912.6399719400 -913.37337611
bse49_S-Cl_60_AB -1026.5052717764 -1025.3181862900 -1026.50509598
bse49_S-Cl_61_AB -1065.7602098868 -1064.3638387500 -1065.76000069
bse49_S-Cl_62_A -705.5560170473 -703.9597166700 -705.55612552
bse49_S-Cl_62_AB -1165.3555931465 -1163.4790347200 -1165.35701047
bse49_S-Cl_63_A -666.3054336047 -664.9189196200 -666.30486177
bse49_S-Cl_63_AB -1126.1035200802 -1124.4371465700 -1126.10405535
bse49_S-Cl_64_A -666.3323261448 -664.9402338900 -666.33265600
bse49_S-Cl_64_AB -1126.1304708581 -1124.4570060000 -1126.13183822
bse49_S-Cl_65_A -627.0814405612 -625.8984230600 -627.08083210
bse49_S-Cl_65_AB -1086.8778108862 -1085.4155661900 -1086.87805458
bse49_S-Cl_66_A -701.0539215814 -699.6136475700 -701.05410205
bse49_S-Cl_66_AB -1160.8455368937 -1159.1261406400 -1160.84570771
bse49_S-Cl_69_AB -858.0753086832 -857.6051750100 -858.07554986
bse49_S-Cl_6_A -492.8241952958 -492.1599828600 -492.82499159
bse49_S-Cl_6_AB -952.6082880265 -951.6711823000 -952.60898326
bse49_S-Cl_70_AB -967.4026331010 -966.4527107600 -967.40305814
bse49_S-Cl_71_AB -1006.6449572694 -1005.4918537300 -1006.64645897
bse49_S-Cl_72_A -720.4281649700 -718.8155715100 -720.42787941
bse49_S-Cl_72_AB -1180.2198217357 -1178.3284733000 -1180.21978098
bse49_S-Cl_73_AB -1104.7853083667 -1103.1649848000 -1104.78566769
bse49_S-Cl_74_AB -1104.7836273416 -1103.1691300000 -1104.78497613
bse49_S-Cl_75_AB -1104.7887482748 -1103.1691956800 -1104.78977779
bse49_S-Cl_77_AB -1203.1400011520 -1201.0637856600 -1203.13990352
bse49_S-Cl_78_AB -1203.1396155062 -1201.0686294500 -1203.14015655
bse49_S-Cl_79_AB -1203.1402617211 -1201.0714459900 -1203.14097740
bse49_S-Cl_7_AB -1062.3884640428 -1061.0814498500 -1062.38931332
bse49_S-Cl_80_AB -1293.0753499603 -1290.6671725200 -1293.07574360
bse49_S-Cl_81_AB -1293.0691540683 -1290.6763812000 -1293.06924046
bse49_S-Cl_82_AB -1242.1419085439 -1239.8376933600 -1242.14218376
bse49_S-Cl_83_AB -972.4583090891 -971.4812612600 -972.45784964
bse49_S-Cl_84_AB -1127.9941277579 -1126.2162313900 -1127.99424452
bse49_S-Cl_85_A -671.8041856627 -670.2022452600 -671.80340186
bse49_S-Cl_85_AB -1131.6004678105 -1129.7192378000 -1131.60044474
bse49_S-Cl_86_AB -990.6377088286 -989.5299733800 -990.63828868
bse49_S-Cl_87_AB -1089.8089703377 -1088.3880406900 -1089.80941320
bse49_S-Cl_88_AB -1029.8839049193 -1028.5648918500 -1029.88350542
bse49_S-Cl_89_AB -1194.8759683616 -1193.2443807000 -1194.87608201
bse49_S-Cl_8_A -1355.8246328900 -1354.9583460500 -1355.82382714
bse49_S-Cl_8_AB -1815.6210628805 -1814.4731901900 -1815.62055660
bse49_S-Cl_9_A -2066.2061927201 -2065.1482319000 -2066.20455264
bse49_S-Cl_9_AB -2525.9980834459 -2524.6584474200 -2525.99701860
bse49_S-F_10_A -986.3650722155 -985.0222734000 -986.36446221
bse49_S-F_10_AB -1086.1574384267 -1084.4466820900 -1086.15682238
bse49_S-F_11_A -887.0962022030 -886.0844769900 -887.09557106
bse49_S-F_11_AB -986.8895408375 -985.5107303300 -986.88901520
bse49_S-F_12_A -787.8286220659 -787.1468249200 -787.82824629
bse49_S-F_12_AB -887.6224614092 -886.5737344100 -887.62215747
bse49_S-F_13_AB -788.3579109729 -787.6394947500 -788.35779869
bse49_S-F_14_AB -839.6038742497 -838.8529425300 -839.60263652
bse49_S-F_15_AB -918.1180976772 -916.9446297400 -918.11767119
bse49_S-F_16_AB -1455.6308507253 -1454.3953373100 -1455.63066406
bse49_S-F_17_AB -1914.7752965735 -1913.2985367900 -1914.77557996
bse49_S-F_18_AB -741.6501341537 -740.0630173800 -741.64932587
bse49_S-F_19_AB -945.9536002664 -943.5384066200 -945.95200440
bse49_S-F_1_AB -537.3347625296 -536.5666019200 -537.33471954
bse49_S-F_20_AB -1150.2516177498 -1146.9966173600 -1150.25007287
bse49_S-F_21_AB -615.8271207403 -614.6469888100 -615.82674180
bse49_S-F_22_AB -576.5800037351 -575.6072385500 -576.58006932
bse49_S-F_23_AB -655.0759416786 -653.6862075600 -655.07550553
bse49_S-F_24_AB -655.0703257334 -653.6844266300 -655.06987215
bse49_S-F_29_AB -1121.3262940172 -1119.5797061900 -1121.32658542
bse49_S-F_2_AB -895.8506368745 -895.0668181400 -895.84995226
bse49_S-F_30_AB -686.4813276588 -685.1659960200 -686.48119423
bse49_S-F_31_AB -725.7085901921 -724.1918538100 -725.70866092
bse49_S-F_32_AB -611.2881891907 -610.2656028400 -611.28813333
bse49_S-F_33_AB -1140.4053114612 -1138.4210980500 -1140.40562729
bse49_S-F_34_AB -710.4897642901 -709.1442716400 -710.48981874
bse49_S-F_35_AB -1070.4574428275 -1069.1935714900 -1070.45738885
bse49_S-F_36_AB -648.3130239934 -647.1448951200 -648.31259413
bse49_S-F_37_AB -687.5460802477 -686.1745545400 -687.54680232
bse49_S-F_38_AB -575.3509351208 -574.4120916100 -575.35018707
bse49_S-F_39_AB -574.1030843468 -573.1926866800 -574.10288437
bse49_S-F_3_AB -935.0985495408 -934.1045429200 -935.09824917
bse49_S-F_40_AB -590.1960807341 -589.2450456000 -590.19573140
bse49_S-F_41_AB -987.9591087421 -986.7855268900 -987.95876187
bse49_S-F_42_AB -666.6136797244 -665.3394399600 -666.61345605
bse49_S-F_43_AB -705.8489698168 -704.3702469800 -705.84898756
bse49_S-F_44_AB -745.0792224527 -743.3895146600 -745.07878081
bse49_S-F_45_AB -746.2569964364 -744.5334481900 -746.25670251
bse49_S-F_46_AB -627.2654478047 -626.1598605500 -627.26438671
bse49_S-F_47_AB -1293.6070277418 -1292.6020465400 -1293.60612603
bse49_S-F_48_AB -987.9524688495 -986.7717164200 -987.95407345
bse49_S-F_49_AB -1009.0501186230 -1007.8059461900 -1009.04944770
bse49_S-F_4_AB -573.2493847623 -572.3839159500 -573.24975802
bse49_S-F_50_AB -933.8662435621 -932.9106920500 -933.86607636
bse49_S-F_51_AB -1009.0486118922 -1007.7974109800 -1009.04816761
bse49_S-F_52_AB -1331.6297606541 -1330.4475800700 -1331.62918585
bse49_S-F_53_AB -1370.8790742934 -1369.4868158500 -1370.87924776
bse49_S-F_54_AB -1048.2783269907 -1046.8250276800 -1048.27914668
bse49_S-F_55_AB -1160.5536103490 -1158.6050153300 -1160.55356996
bse49_S-F_56_AB -1085.3986124528 -1083.7500457300 -1085.39950502
bse49_S-F_57_AB -591.4058666427 -590.4217590500 -591.40566091
bse49_S-F_58_AB -630.6388472525 -629.4528298600 -630.63823103
bse49_S-F_59_AB -665.3261219261 -664.0819352500 -665.32549255
bse49_S-F_5_AB -553.3920688997 -552.5676802000 -553.39329178
bse49_S-F_60_AB -666.5156906887 -665.2396814100 -666.51518487
bse49_S-F_61_AB -705.7708309803 -704.2865503700 -705.76992890
bse49_S-F_62_A -663.0292273229 -661.7579209600 -663.02919938
bse49_S-F_62_AB -762.8362015340 -761.1956501800 -762.83674262
bse49_S-F_63_A -780.7066115256 -778.8242645000 -780.70717692
bse49_S-F_63_AB -880.5124051798 -878.2630274200 -880.51297624
bse49_S-F_64_AB -805.3635111225 -803.4008805900 -805.36411543
bse49_S-F_65_AB -766.1117134758 -764.3580895400 -766.11194147
bse49_S-F_66_AB -766.1386834657 -764.3803141600 -766.13928420
bse49_S-F_67_AB -726.8871446790 -725.3369123500 -726.88711914
bse49_S-F_68_AB -800.8623776308 -799.0527033000 -800.86256643
bse49_S-F_69_AB -597.2563039117 -596.3651537400 -597.25553580
bse49_S-F_6_AB -592.6264132470 -591.5976369600 -592.62744927
bse49_S-F_72_AB -607.4157456068 -606.3721404100 -607.41623185
bse49_S-F_73_AB -646.6571682914 -645.4119778600 -646.65882740
bse49_S-F_74_AB -820.2369256635 -818.2551535500 -820.23678722
bse49_S-F_75_AB -744.7950713673 -743.0887053400 -744.79508579
bse49_S-F_76_AB -744.7936424263 -743.0911465000 -744.79474504
bse49_S-F_77_AB -744.7989663777 -743.0934530300 -744.79939953
bse49_S-F_78_AB -728.7575233861 -727.0950133000 -728.75741567
bse49_S-F_79_AB -843.1505493210 -840.9887668000 -843.14966339
bse49_S-F_7_AB -702.4000563862 -701.0048598600 -702.40122560
bse49_S-F_81_AB -843.1509268707 -840.9936537000 -843.15106105
bse49_S-F_82_AB -768.0074915673 -766.1346164100 -768.00705845
bse49_S-F_83_AB -933.0932461576 -930.5961888800 -933.09441125
bse49_S-F_85_AB -1225.6638424527 -1223.4575823900 -1225.66315247
bse49_S-F_86_AB -882.1513449468 -879.7592440700 -882.15074789
bse49_S-F_87_AB -612.4760961279 -611.4083278700 -612.47591096
bse49_S-F_88_AB -768.0039370684 -766.1374440100 -768.00415822
bse49_S-F_89_AB -771.6090486697 -769.6400585000 -771.60857677
bse49_S-F_8_A -536.7060888473 -535.9889207700 -536.70566183
bse49_S-F_8_AB -636.5096533778 -635.4249734700 -636.50963181
bse49_S-F_90_AB -630.6519853345 -629.4542002200 -630.65292141
bse49_S-F_91_AB -729.8238067748 -728.3123343300 -729.82453203
bse49_S-F_92_AB -669.8975321835 -668.4938010900 -669.89816924
bse49_S-F_93_AB -834.8851075057 -833.1653328900 -834.88512530
bse49_S-F_9_A -635.8871708423 -634.8545710700 -635.88593571
bse49_S-F_9_AB -735.6912121835 -734.2909149300 -735.69098807
bse49_S-S_10_AB -1752.1788006207 -1749.2491923200 -1752.17937243
bse49_S-S_11_AB -1752.1830944526 -1749.2563739600 -1752.18329213
bse49_S-S_12_AB -1332.2763523743 -1329.3770637800 -1332.27658881
bse49_S-S_13_AB -1752.1751560500 -1749.2510249800 -1752.17531185
bse49_S-S_13_B -1009.8891129970 -1008.7966399200 -1009.88859065
bse49_S-S_14_AB -1332.2720288646 -1329.3758816900 -1332.27221723
bse49_S-S_15_A -629.2279962994 -627.9586690300 -629.22750863
bse49_S-S_15_AB -1371.5172599314 -1368.4133843900 -1371.51698261
bse49_S-S_16_AB -1221.4893278629 -1219.4659917700 -1221.48987288
bse49_S-S_17_A -848.2891309532 -846.4790449500 -848.28835530
bse49_S-S_17_AB -1696.6977863243 -1693.0010752400 -1696.69656974
bse49_S-S_18_AB -1258.5820958387 -1255.9618441500 -1258.58139735
bse49_S-S_1_A -594.5128593311 -593.2835878000 -594.51198268
bse49_S-S_1_AB -992.9133563057 -991.4191523600 -992.91314010
bse49_S-S_20_AB -1101.6033085444 -1099.8073498600 -1101.60334470
bse49_S-S_21_A -1014.4220136626 -1013.1692660400 -1014.42099445
bse49_S-S_21_AB -1569.8153595625 -1567.4585180700 -1569.81538447
bse49_S-S_23_AB -953.6676883850 -952.3817742800 -953.66818014
bse49_S-S_26_AB -1032.1631226027 -1030.4596762900 -1032.16338826
bse49_S-S_27_A -1294.2948112970 -1292.1266405400 -1294.29494103
bse49_S-S_27_AB -2588.7131164011 -2584.2933032400 -2588.71391099
bse49_S-S_28_AB -1470.2863492182 -1467.5104025400 -1470.28699411
bse49_S-S_29_AB -988.3868021042 -987.0579380400 -988.38727611
bse49_S-S_2_AB -1258.5859218543 -1255.9641255400 -1258.58552194
bse49_S-S_30_AB -875.1760529232 -874.3064786400 -875.17635356
bse49_S-S_32_AB -914.4237290748 -913.3455944200 -914.42397688
bse49_S-S_33_AB -949.1427967667 -948.0182007800 -949.14310854
bse49_S-S_35_A -923.4742589086 -921.3776364700 -923.47361479
bse49_S-S_35_AB -1658.6763244587 -1655.1543792400 -1658.67664139
bse49_S-S_36_AB -1534.2781179038 -1531.1324961500 -1534.27827863
bse49_S-S_37_A -592.0830583777 -590.9308323900 -592.08308890
bse49_S-S_37_AB -1147.4762777363 -1145.2184349100 -1147.47642986
bse49_S-S_38_AB -1153.4586466543 -1151.4988770300 -1153.45914769
bse49_S-S_39_AB -2091.2021801224 -2088.3120934400 -2091.20172479
bse49_S-S_3_A -627.9992770783 -626.7593928700 -627.99879369
bse49_S-S_3_AB -1256.1219459604 -1253.5642765900 -1256.12172174
bse49_S-S_40_AB -1001.0008121390 -999.7112641300 -1001.00154630
bse49_S-S_41_AB -1180.0915090339 -1177.8867369300 -1180.09163234
bse49_S-S_42_AB -1656.3459528649 -1653.8898002800 -1656.34595417
bse49_S-S_44_AB -1545.4441495089 -1542.3756010700 -1545.44403497
bse49_S-S_45_AB -1133.4868367061 -1131.8720412900 -1133.48784655
bse49_S-S_4_A -667.2417954405 -665.7988778600 -667.24176315
bse49_S-S_4_AB -1334.6079977607 -1331.6433082500 -1334.60818369
bse49_S-S_5_AB -1180.0926393160 -1177.8846324000 -1180.09222659
bse49_S-S_6_A -668.4715852841 -666.9976050500 -668.47105790
bse49_S-S_6_AB -1219.3363785113 -1216.9235460800 -1219.33604723
bse49_S-S_7_AB -1219.3367820224 -1216.9242669500 -1219.33646845
bse49_S-S_8_A -745.7705803614 -743.9157211200 -745.77009117
bse49_S-S_8_AB -1296.6347605589 -1293.8424099600 -1296.63470189
bse49_S-S_9_AB -1293.0278862180 -1290.3361978700 -1293.02795505
bse49_Si-Cl_10_AB -939.0305028736 -937.8620162900 -939.02945095
bse49_Si-Cl_11_AB -868.4062612590 -867.3676138900 -868.40631199
bse49_Si-Cl_12_AB -842.7797856075 -841.9795556900 -842.77939319
bse49_Si-Cl_13_AB -1020.5697637162 -1018.8474030300 -1020.57043024
bse49_Si-Cl_14_A -526.2630120334 -524.8739017600 -526.26262367
bse49_Si-Cl_14_AB -986.1371137020 -984.4844757200 -986.13728023
bse49_Si-Cl_15_A -487.0196720700 -485.8351243200 -487.01929107
bse49_Si-Cl_15_AB -946.8937614914 -945.4456799900 -946.89389586
bse49_Si-Cl_16_A -447.7760587859 -446.7962199200 -447.77568746
bse49_Si-Cl_16_AB -907.6501428328 -906.4067205700 -907.65030318
bse49_Si-Cl_17_AB -829.1668577783 -828.3328497000 -829.16688644
bse49_Si-Cl_18_A -518.4252116561 -517.3121767000 -518.42427036
bse49_Si-Cl_18_AB -978.2961661955 -976.9181155900 -978.29529045
bse49_Si-Cl_19_AB -1094.5114134683 -1092.5386911800 -1094.51215493
bse49_Si-Cl_1_AB -868.3868424700 -867.3532179800 -868.38710723
bse49_Si-Cl_20_A -447.7913420753 -446.8064560300 -447.79046890
bse49_Si-Cl_20_AB -907.6695289619 -906.4205380200 -907.66960644
bse49_Si-Cl_21_AB -868.4300742114 -867.3862204800 -868.43005932
bse49_Si-Cl_22_AB -827.9128434429 -827.1238303800 -827.91282674
bse49_Si-Cl_23_A -366.8121036929 -366.3227865800 -366.81240338
bse49_Si-Cl_23_AB -826.6816644120 -825.9216003900 -826.68217715
bse49_Si-Cl_24_AB -867.1611995621 -866.1646841600 -867.16081667
bse49_Si-Cl_25_AB -867.1765082406 -866.1776625400 -867.17644939
bse49_Si-Cl_26_A -407.2889622155 -406.5598245900 -407.28970218
bse49_Si-Cl_28_A -789.2509475970 -788.6596000600 -789.25108457
bse49_Si-Cl_28_AB -1249.1216755626 -1248.2636563900 -1249.12169505
bse49_Si-Cl_29_A -528.5664329984 -527.5489417500 -528.56689193
bse49_Si-Cl_29_AB -988.4442861821 -987.1606839000 -988.44488403
bse49_Si-Cl_2_AB -1020.5855176859 -1018.8589053800 -1020.58531369
bse49_Si-Cl_30_A -789.1814251364 -788.5939462500 -789.18134600
bse49_Si-Cl_30_AB -1249.0497098958 -1248.1979138600 -1249.04962674
bse49_Si-Cl_31_A -828.4289350653 -827.6365540800 -828.42881602
bse49_Si-Cl_31_AB -1288.2972230356 -1287.2404422200 -1288.29707632
bse49_Si-Cl_32_AB -1326.3144768269 -1325.0896357600 -1326.31463665
bse49_Si-Cl_33_A -938.3837736177 -937.2494954500 -938.38353474
bse49_Si-Cl_33_AB -1398.2441204042 -1396.8404685600 -1398.24296619
bse49_Si-Cl_34_A -842.1244419066 -841.3604019500 -842.12483599
bse49_Si-Cl_34_AB -1301.9934278876 -1300.9573870300 -1301.99328462
bse49_Si-Cl_35_AB -1708.3383063724 -1707.2445283400 -1708.33819393
bse49_Si-Cl_36_A -1546.0098988971 -1544.2355447300 -1546.01028110
bse49_Si-Cl_36_AB -2005.8770459149 -2003.8329492300 -2005.87703842
bse49_Si-Cl_37_A -1397.5927450855 -1396.2213564200 -1397.59224483
bse49_Si-Cl_37_AB -1857.4577161756 -1855.8164737900 -1857.45664327
