Name   |   Ref (HF/aDZ + (C/CBS - C/aDZ)) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_C (A.U.)
bse49_S-Cl_36_AB   |   -1007.498512   |   -1007.21934   |   -1007.497542
bse49_S-Cl_37_A   |   -586.975339   |   -586.736833   |   -586.97621
bse49_S-Cl_37_AB   |   -1046.570865   |   -1046.248697   |   -1046.571139
bse49_S-Cl_38_AB   |   -934.708543   |   -934.48905   |   -934.707868
bse49_S-Cl_39_AB   |   -933.482194   |   -933.270303   |   -933.482373
bse49_S-Cl_40_AB   |   -949.545383   |   -949.32426   |   -949.545641
bse49_S-Cl_41_A   |   -887.557857   |   -887.358546   |   -887.557803
bse49_S-Cl_41_AB   |   -1347.144218   |   -1346.862423   |   -1347.144216
bse49_S-Cl_42_A   |   -566.117978   |   -565.898811   |   -566.117696
bse49_S-Cl_42_AB   |   -1025.717992   |   -1025.415264   |   -1025.717436
bse49_S-Cl_43_A   |   -605.192038   |   -604.929035   |   -605.191953
bse49_S-Cl_43_AB   |   -1064.792434   |   -1064.446028   |   -1064.792218
bse49_S-Cl_44_A   |   -644.262322   |   -643.955677   |   -644.262077
bse49_S-Cl_44_AB   |   -1103.856932   |   -1103.467005   |   -1103.856776
bse49_S-Cl_45_A   |   -645.404659   |   -645.089672   |   -645.403246
bse49_S-Cl_45_AB   |   -1105.009703   |   -1104.612057   |   -1105.009036
bse49_S-Cl_46_AB   |   -986.512418   |   -986.257485   |   -986.511489
bse49_S-Cl_47_A   |   -1193.350435   |   -1193.173042   |   -1193.349367
bse49_S-Cl_47_AB   |   -1652.938492   |   -1652.678737   |   -1652.937543
bse49_S-Cl_48_A   |   -887.536347   |   -887.340437   |   -887.536596
bse49_S-Cl_48_AB   |   -1347.126432   |   -1346.846995   |   -1347.127605
bse49_S-Cl_49_A   |   -908.589311   |   -908.371225   |   -908.588734
bse49_S-Cl_49_AB   |   -1368.184454   |   -1367.882608   |   -1368.183975
bse49_S-Cl_4_AB   |   -932.666163   |   -932.456166   |   -932.666036
bse49_S-Cl_50_AB   |   -1293.217473   |   -1292.985849   |   -1293.21635
bse49_S-Cl_51_A   |   -908.583472   |   -908.362949   |   -908.583131
bse49_S-Cl_51_AB   |   -1368.176403   |   -1367.872497   |   -1368.175354
bse49_S-Cl_52_A   |   -1231.214405   |   -1231.008493   |   -1231.214261
bse49_S-Cl_52_AB   |   -1690.809856   |   -1690.520645   |   -1690.809323
bse49_S-Cl_53_A   |   -1270.298358   |   -1270.047238   |   -1270.298281
bse49_S-Cl_53_AB   |   -1729.89589   |   -1729.56159   |   -1729.895768
bse49_S-Cl_54_A   |   -947.65023   |   -947.386664   |   -947.650578
bse49_S-Cl_54_AB   |   -1407.24799   |   -1406.901872   |   -1407.248615
bse49_S-Cl_55_A   |   -1059.551485   |   -1059.174459   |   -1059.550773
bse49_S-Cl_55_AB   |   -1519.14598   |   -1518.686248   |   -1519.146217
bse49_S-Cl_56_A   |   -984.624929   |   -984.318127   |   -984.625239
bse49_S-Cl_56_AB   |   -1444.220024   |   -1443.830446   |   -1444.221006
bse49_S-Cl_57_A   |   -491.130991   |   -490.983479   |   -491.130686
bse49_S-Cl_57_AB   |   -950.73111   |   -950.499587   |   -950.730929
bse49_S-Cl_58_A   |   -530.206673   |   -530.015292   |   -530.206916
bse49_S-Cl_58_AB   |   -989.805876   |   -989.530915   |   -989.806046
bse49_S-Cl_59_A   |   -564.854103   |   -564.646008   |   -564.853487
bse49_S-Cl_59_AB   |   -1024.448355   |   -1024.156467   |   -1024.447529
bse49_S-Cl_5_A   |   -453.242203   |   -453.129278   |   -453.242797
bse49_S-Cl_5_AB   |   -912.835927   |   -912.639972   |   -912.837286
bse49_S-Cl_60_AB   |   -1025.620623   |   -1025.318186   |   -1025.620752
bse49_S-Cl_61_AB   |   -1064.710316   |   -1064.363839   |   -1064.710125
bse49_S-Cl_62_A   |   -704.33121   |   -703.959717   |   -704.331876
bse49_S-Cl_62_AB   |   -1163.93291   |   -1163.479035   |   -1163.934281
bse49_S-Cl_63_A   |   -665.24697   |   -664.91892   |   -665.24682
bse49_S-Cl_63_AB   |   -1124.848248   |   -1124.437147   |   -1124.848773
bse49_S-Cl_64_A   |   -665.269125   |   -664.940234   |   -665.269699
bse49_S-Cl_64_AB   |   -1124.868726   |   -1124.457006   |   -1124.870047
bse49_S-Cl_65_A   |   -626.183849   |   -625.898423   |   -626.183204
bse49_S-Cl_65_AB   |   -1085.78432   |   -1085.415566   |   -1085.784242
bse49_S-Cl_66_A   |   -699.960117   |   -699.613648   |   -699.96037
bse49_S-Cl_66_AB   |   -1159.556057   |   -1159.126141   |   -1159.55618
bse49_S-Cl_69_AB   |   -857.743407   |   -857.605175   |   -857.743188
bse49_S-Cl_6_A   |   -492.316784   |   -492.159983   |   -492.317417
bse49_S-Cl_6_AB   |   -951.910637   |   -951.671182   |   -951.911394
bse49_S-Cl_70_AB   |   -966.695624   |   -966.452711   |   -966.696371
bse49_S-Cl_71_AB   |   -1005.778469   |   -1005.491854   |   -1005.780489
bse49_S-Cl_72_A   |   -719.191916   |   -718.815572   |   -719.191866
bse49_S-Cl_72_AB   |   -1178.788117   |   -1178.328473   |   -1178.78811
bse49_S-Cl_73_AB   |   -1103.550251   |   -1103.164985   |   -1103.550965
bse49_S-Cl_74_AB   |   -1103.553972   |   -1103.16913   |   -1103.55526
bse49_S-Cl_75_AB   |   -1103.554891   |   -1103.169196   |   -1103.555537
bse49_S-Cl_77_AB   |   -1201.552006   |   -1201.063786   |   -1201.551936
bse49_S-Cl_78_AB   |   -1201.556232   |   -1201.068629   |   -1201.556462
bse49_S-Cl_79_AB   |   -1201.55915   |   -1201.071446   |   -1201.559462
bse49_S-Cl_7_AB   |   -1061.406848   |   -1061.08145   |   -1061.407913
bse49_S-Cl_80_AB   |   -1291.229619   |   -1290.667173   |   -1291.230541
bse49_S-Cl_81_AB   |   -1291.237759   |   -1290.676381   |   -1291.237892
bse49_S-Cl_82_AB   |   -1240.363619   |   -1239.837693   |   -1240.363613
bse49_S-Cl_83_AB   |   -971.734365   |   -971.481261   |   -971.734123
bse49_S-Cl_84_AB   |   -1126.633641   |   -1126.216231   |   -1126.633497
bse49_S-Cl_85_A   |   -670.557497   |   -670.202245   |   -670.556657
bse49_S-Cl_85_AB   |   -1130.157336   |   -1129.719238   |   -1130.156823
bse49_S-Cl_86_AB   |   -989.805125   |   -989.529973   |   -989.806112
bse49_S-Cl_87_AB   |   -1088.749251   |   -1088.388041   |   -1088.750095
bse49_S-Cl_88_AB   |   -1028.883621   |   -1028.564892   |   -1028.883259
bse49_S-Cl_89_AB   |   -1193.684744   |   -1193.244381   |   -1193.684877
bse49_S-Cl_8_A   |   -1355.202164   |   -1354.958346   |   -1355.201366
bse49_S-Cl_8_AB   |   -1814.800646   |   -1814.47319   |   -1814.799986
bse49_S-Cl_9_A   |   -2065.465016   |   -2065.148232   |   -2065.464288
bse49_S-Cl_9_AB   |   -2525.058737   |   -2524.658447   |   -2525.05817
bse49_S-F_10_A   |   -985.374922   |   -985.022273   |   -985.374545
bse49_S-F_10_AB   |   -1084.893373   |   -1084.446682   |   -1084.893005
bse49_S-F_11_A   |   -886.350093   |   -886.084477   |   -886.349876
bse49_S-F_11_AB   |   -985.870455   |   -985.51073   |   -985.870278
bse49_S-F_12_A   |   -787.325073   |   -787.146825   |   -787.325041
bse49_S-F_12_AB   |   -886.845977   |   -886.573734   |   -886.845961
bse49_S-F_13_AB   |   -787.823968   |   -787.639495   |   -787.824126
bse49_S-F_14_AB   |   -839.048662   |   -838.852943   |   -839.047458
bse49_S-F_15_AB   |   -917.230234   |   -916.94463   |   -917.229792
bse49_S-F_16_AB   |   -1454.733802   |   -1454.395337   |   -1454.733526
bse49_S-F_17_AB   |   -1913.708335   |   -1913.298537   |   -1913.708324
bse49_S-F_18_AB   |   -740.445142   |   -740.063017   |   -740.444473
bse49_S-F_19_AB   |   -944.107653   |   -943.538407   |   -944.106489
bse49_S-F_1_AB   |   -536.760868   |   -536.566602   |   -536.760876
bse49_S-F_20_AB   |   -1147.751159   |   -1146.996617   |   -1147.749679
bse49_S-F_21_AB   |   -614.928969   |   -614.646989   |   -614.928458
bse49_S-F_22_AB   |   -575.845457   |   -575.607239   |   -575.845311
bse49_S-F_23_AB   |   -654.010965   |   -653.686208   |   -654.010587
bse49_S-F_24_AB   |   -654.009769   |   -653.684427   |   -654.009321
bse49_S-F_29_AB   |   -1120.00782   |   -1119.579706   |   -1120.007986
bse49_S-F_2_AB   |   -895.276958   |   -895.066818   |   -895.276031
bse49_S-F_30_AB   |   -685.493556   |   -685.165996   |   -685.49338
bse49_S-F_31_AB   |   -724.562551   |   -724.191854   |   -724.562566
bse49_S-F_32_AB   |   -610.521027   |   -610.265603   |   -610.521029
bse49_S-F_33_AB   |   -1138.903866   |   -1138.421098   |   -1138.904174
bse49_S-F_34_AB   |   -709.485671   |   -709.144272   |   -709.485579
bse49_S-F_35_AB   |   -1069.521713   |   -1069.193571   |   -1069.521746
bse49_S-F_36_AB   |   -647.435146   |   -647.144895   |   -647.434193
bse49_S-F_37_AB   |   -686.507934   |   -686.174555   |   -686.50826
bse49_S-F_38_AB   |   -574.642655   |   -574.412092   |   -574.641909
bse49_S-F_39_AB   |   -573.416034   |   -573.192687   |   -573.415921
bse49_S-F_3_AB   |   -934.359636   |   -934.104543   |   -934.35923
bse49_S-F_40_AB   |   -589.477222   |   -589.245046   |   -589.477107
bse49_S-F_41_AB   |   -987.07824   |   -986.785527   |   -987.078414
bse49_S-F_42_AB   |   -665.653283   |   -665.33944   |   -665.652893
bse49_S-F_43_AB   |   -704.727848   |   -704.370247   |   -704.727807
bse49_S-F_44_AB   |   -743.790643   |   -743.389515   |   -743.790411
bse49_S-F_45_AB   |   -744.94282   |   -744.533448   |   -744.941626
bse49_S-F_46_AB   |   -626.427357   |   -626.159861   |   -626.425399
bse49_S-F_47_AB   |   -1292.872717   |   -1292.602047   |   -1292.872057
bse49_S-F_48_AB   |   -987.062298   |   -986.771716   |   -987.063426
bse49_S-F_49_AB   |   -1008.118779   |   -1007.805946   |   -1008.118154
bse49_S-F_4_AB   |   -572.60501   |   -572.383916   |   -572.604822
bse49_S-F_50_AB   |   -933.153358   |   -932.910692   |   -933.15302
bse49_S-F_51_AB   |   -1008.112577   |   -1007.797411   |   -1008.112079
bse49_S-F_52_AB   |   -1330.748105   |   -1330.44758   |   -1330.747644
bse49_S-F_53_AB   |   -1369.832316   |   -1369.486816   |   -1369.83242
bse49_S-F_54_AB   |   -1047.182655   |   -1046.825028   |   -1047.183479
bse49_S-F_55_AB   |   -1159.075821   |   -1158.605015   |   -1159.075471
bse49_S-F_56_AB   |   -1084.150651   |   -1083.750046   |   -1084.151513
bse49_S-F_57_AB   |   -590.664188   |   -590.421759   |   -590.66399
bse49_S-F_58_AB   |   -629.738938   |   -629.45283   |   -629.738748
bse49_S-F_59_AB   |   -664.384759   |   -664.081935   |   -664.383889
bse49_S-F_5_AB   |   -552.775173   |   -552.56768   |   -552.775848
bse49_S-F_60_AB   |   -665.553294   |   -665.239681   |   -665.553002
bse49_S-F_61_AB   |   -704.644465   |   -704.28655   |   -704.64368
bse49_S-F_62_A   |   -662.072062   |   -661.757921   |   -662.07166
bse49_S-F_62_AB   |   -761.604348   |   -761.19565   |   -761.604521
bse49_S-F_63_A   |   -779.265993   |   -778.824265   |   -779.266852
bse49_S-F_63_AB   |   -878.79894   |   -878.263027   |   -878.80001
bse49_S-F_64_AB   |   -803.866334   |   -803.400881   |   -803.867289
bse49_S-F_65_AB   |   -764.780564   |   -764.35809   |   -764.781035
bse49_S-F_66_AB   |   -764.80361   |   -764.380314   |   -764.804225
bse49_S-F_67_AB   |   -725.716928   |   -725.336912   |   -725.716784
bse49_S-F_68_AB   |   -799.493807   |   -799.052703   |   -799.49373
bse49_S-F_69_AB   |   -596.600039   |   -596.365154   |   -596.599394
bse49_S-F_6_AB   |   -591.848851   |   -591.597637   |   -591.849338
bse49_S-F_72_AB   |   -606.626654   |   -606.37214   |   -606.626682
bse49_S-F_73_AB   |   -645.710193   |   -645.411978   |   -645.711486
bse49_S-F_74_AB   |   -818.726136   |   -818.255154   |   -818.725833
bse49_S-F_75_AB   |   -743.485456   |   -743.088705   |   -743.485878
bse49_S-F_76_AB   |   -743.487548   |   -743.091147   |   -743.48883
bse49_S-F_77_AB   |   -743.490524   |   -743.093453   |   -743.490698
bse49_S-F_78_AB   |   -727.48012   |   -727.095013   |   -727.480002
bse49_S-F_79_AB   |   -841.48864   |   -840.988767   |   -841.48805
bse49_S-F_7_AB   |   -701.341288   |   -701.00486   |   -701.342984
bse49_S-F_81_AB   |   -841.493071   |   -840.993654   |   -841.493029
bse49_S-F_82_AB   |   -766.562994   |   -766.134616   |   -766.562757
bse49_S-F_83_AB   |   -931.170937   |   -930.596189   |   -931.172798
bse49_S-F_85_AB   |   -1223.984797   |   -1223.457582   |   -1223.984129
bse49_S-F_86_AB   |   -880.297157   |   -879.759244   |   -880.296675
bse49_S-F_87_AB   |   -611.67271   |   -611.408328   |   -611.67252
bse49_S-F_88_AB   |   -766.566283   |   -766.137444   |   -766.56635
bse49_S-F_89_AB   |   -770.089549   |   -769.640059   |   -770.088678
bse49_S-F_8_A   |   -536.174418   |   -535.988921   |   -536.174263
bse49_S-F_8_AB   |   -635.705014   |   -635.424973   |   -635.704901
bse49_S-F_90_AB   |   -629.740903   |   -629.4542   |   -629.741548
bse49_S-F_91_AB   |   -728.685094   |   -728.312334   |   -728.685539
bse49_S-F_92_AB   |   -668.8247   |   -668.493801   |   -668.825366
bse49_S-F_93_AB   |   -833.616631   |   -833.165333   |   -833.616525
bse49_S-F_9_A   |   -635.125728   |   -634.854571   |   -635.12475
bse49_S-F_9_AB   |   -734.656542   |   -734.290915   |   -734.656251
bse49_S-S_10_AB   |   -1749.933871   |   -1749.249192   |   -1749.934453
bse49_S-S_11_AB   |   -1749.942009   |   -1749.256374   |   -1749.94211
bse49_S-S_12_AB   |   -1330.034578   |   -1329.377064   |   -1330.034679
bse49_S-S_13_AB   |   -1749.937422   |   -1749.251025   |   -1749.937685
bse49_S-S_13_B   |   -1009.074998   |   -1008.79664   |   -1009.074671
bse49_S-S_14_AB   |   -1330.033837   |   -1329.375882   |   -1330.033845
bse49_S-S_15_A   |   -628.251698   |   -627.958669   |   -628.251342
bse49_S-S_15_AB   |   -1369.114331   |   -1368.413384   |   -1369.114172
bse49_S-S_16_AB   |   -1219.973349   |   -1219.465992   |   -1219.973572
bse49_S-S_17_A   |   -846.942145   |   -846.479045   |   -846.941758
bse49_S-S_17_AB   |   -1693.940087   |   -1693.001075   |   -1693.939357
bse49_S-S_18_AB   |   -1256.559296   |   -1255.961844   |   -1256.558984
bse49_S-S_1_A   |   -593.557461   |   -593.283588   |   -593.556679
bse49_S-S_1_AB   |   -991.76068   |   -991.419152   |   -991.760052
bse49_S-S_20_AB   |   -1100.231508   |   -1099.80735   |   -1100.231777
bse49_S-S_21_A   |   -1013.471447   |   -1013.169266   |   -1013.47092
bse49_S-S_21_AB   |   -1568.001341   |   -1567.458518   |   -1568.001535
bse49_S-S_23_AB   |   -952.682184   |   -952.381774   |   -952.682155
bse49_S-S_26_AB   |   -1030.846059   |   -1030.459676   |   -1030.845943
bse49_S-S_27_A   |   -1292.694893   |   -1292.126641   |   -1292.694841
bse49_S-S_27_AB   |   -2585.441445   |   -2584.293303   |   -2585.44195
bse49_S-S_28_AB   |   -1468.237781   |   -1467.510403   |   -1468.238454
bse49_S-S_29_AB   |   -987.37566   |   -987.057938   |   -987.375776
bse49_S-S_2_AB   |   -1256.560876   |   -1255.964126   |   -1256.560644
bse49_S-S_30_AB   |   -874.518641   |   -874.306479   |   -874.518398
bse49_S-S_32_AB   |   -913.601013   |   -913.345594   |   -913.600742
bse49_S-S_33_AB   |   -948.292316   |   -948.018201   |   -948.292464
bse49_S-S_35_A   |   -921.911359   |   -921.377636   |   -921.910855
bse49_S-S_35_AB   |   -1656.058406   |   -1655.154379   |   -1656.058371
bse49_S-S_36_AB   |   -1531.926542   |   -1531.132496   |   -1531.926324
bse49_S-S_37_A   |   -591.192152   |   -590.930832   |   -591.192384
bse49_S-S_37_AB   |   -1145.72082   |   -1145.218435   |   -1145.721017
bse49_S-S_38_AB   |   -1151.95994   |   -1151.498877   |   -1151.960208
bse49_S-S_39_AB   |   -2089.019215   |   -2088.312093   |   -2089.019655
bse49_S-S_3_A   |   -627.0463   |   -626.759393   |   -627.046078
bse49_S-S_3_AB   |   -1254.150454   |   -1253.564277   |   -1254.150503
bse49_S-S_40_AB   |   -1000.022075   |   -999.711264   |   -1000.022298
bse49_S-S_41_AB   |   -1178.398148   |   -1177.886737   |   -1178.398228
bse49_S-S_42_AB   |   -1654.49702   |   -1653.8898   |   -1654.49728
bse49_S-S_44_AB   |   -1543.174005   |   -1542.375601   |   -1543.17359
bse49_S-S_45_AB   |   -1132.297715   |   -1131.872041   |   -1132.298236
bse49_S-S_4_A   |   -666.129063   |   -665.798878   |   -666.128856
bse49_S-S_4_AB   |   -1332.315641   |   -1331.643308   |   -1332.315346
bse49_S-S_5_AB   |   -1178.395461   |   -1177.884632   |   -1178.395383
bse49_S-S_6_A   |   -667.334261   |   -666.997605   |   -667.333829
bse49_S-S_6_AB   |   -1217.477827   |   -1216.923546   |   -1217.477716
bse49_S-S_7_AB   |   -1217.478671   |   -1216.924267   |   -1217.478554
bse49_S-S_8_A   |   -744.332256   |   -743.915721   |   -744.331879
bse49_S-S_8_AB   |   -1294.476864   |   -1293.84241   |   -1294.476807
bse49_S-S_9_AB   |   -1290.950548   |   -1290.336198   |   -1290.950661
bse49_Si-Cl_10_AB   |   -938.154953   |   -937.862016   |   -938.154333
bse49_Si-Cl_11_AB   |   -867.615669   |   -867.367614   |   -867.615543
bse49_Si-Cl_12_AB   |   -842.17677   |   -841.979556   |   -842.17657
bse49_Si-Cl_13_AB   |   -1019.240862   |   -1018.847403   |   -1019.241442
bse49_Si-Cl_14_A   |   -525.171247   |   -524.873902   |   -525.170852
bse49_Si-Cl_14_AB   |   -984.863506   |   -984.484476   |   -984.863394
bse49_Si-Cl_15_A   |   -486.088785   |   -485.835124   |   -486.088431
bse49_Si-Cl_15_AB   |   -945.781048   |   -945.44568   |   -945.780943
bse49_Si-Cl_16_A   |   -447.006206   |   -446.79622   |   -447.005884
bse49_Si-Cl_16_AB   |   -906.698438   |   -906.406721   |   -906.698373
bse49_Si-Cl_17_AB   |   -828.537178   |   -828.33285   |   -828.537138
bse49_Si-Cl_18_A   |   -517.568428   |   -517.312177   |   -517.56776
bse49_Si-Cl_18_AB   |   -977.256156   |   -976.918116   |   -977.25563
bse49_Si-Cl_19_AB   |   -1092.994305   |   -1092.538691   |   -1092.994686
bse49_Si-Cl_1_AB   |   -867.59999   |   -867.353218   |   -867.600065
bse49_Si-Cl_20_A   |   -447.01766   |   -446.806456   |   -447.016966
bse49_Si-Cl_20_AB   |   -906.713081   |   -906.420538   |   -906.71315
bse49_Si-Cl_21_AB   |   -867.635377   |   -867.38622   |   -867.635429
bse49_Si-Cl_22_AB   |   -827.318738   |   -827.12383   |   -827.318959
bse49_Si-Cl_23_A   |   -366.428587   |   -366.322787   |   -366.429032
bse49_Si-Cl_23_AB   |   -826.109376   |   -825.9216   |   -826.10997
bse49_Si-Cl_24_AB   |   -866.403474   |   -866.164684   |   -866.403445
bse49_Si-Cl_25_AB   |   -866.417567   |   -866.177663   |   -866.417752
bse49_Si-Cl_26_A   |   -406.716682   |   -406.559825   |   -406.717542
bse49_Si-Cl_28_A   |   -788.811911   |   -788.6596   |   -788.812021
bse49_Si-Cl_28_AB   |   -1248.498124   |   -1248.263656   |   -1248.498099
bse49_Si-Cl_29_A   |   -527.801627   |   -527.548942   |   -527.802091
bse49_Si-Cl_29_AB   |   -987.49519   |   -987.160684   |   -987.495498
bse49_Si-Cl_2_AB   |   -1019.253518   |   -1018.858905   |   -1019.253556
bse49_Si-Cl_30_A   |   -788.743532   |   -788.593946   |   -788.743642
bse49_Si-Cl_30_AB   |   -1248.429527   |   -1248.197914   |   -1248.429776
bse49_Si-Cl_31_A   |   -827.830003   |   -827.636554   |   -827.829701
bse49_Si-Cl_31_AB   |   -1287.515677   |   -1287.240442   |   -1287.515403
bse49_Si-Cl_32_AB   |   -1325.401164   |   -1325.089636   |   -1325.400934
bse49_Si-Cl_33_A   |   -937.535423   |   -937.249495   |   -937.534903
bse49_Si-Cl_33_AB   |   -1397.20842   |   -1396.840469   |   -1397.207671
bse49_Si-Cl_34_A   |   -841.550556   |   -841.360402   |   -841.550762
bse49_Si-Cl_34_AB   |   -1301.229764   |   -1300.957387   |   -1301.229561
bse49_Si-Cl_35_AB   |   -1707.554242   |   -1707.244528   |   -1707.554263
bse49_Si-Cl_36_A   |   -1544.720466   |   -1544.235545   |   -1544.720652
bse49_Si-Cl_36_AB   |   -2004.400008   |   -2003.832949   |   -2004.399814
bse49_Si-Cl_37_A   |   -1396.582244   |   -1396.221356   |   -1396.581918
bse49_Si-Cl_37_AB   |   -1856.259405   |   -1855.816474   |   -1856.258677
bse49_Si-Cl_38_A   |   -1300.602301   |   -1300.337195   |   -1300.602587
bse49_Si-Cl_38_AB   |   -1760.280319   |   -1759.93277   |   -1760.28025
bse49_Si-Cl_39_A   |   -1706.711617   |   -1706.418422   |   -1706.711855
bse49_Si-Cl_39_AB   |   -2166.394218   |   -2166.019291   |   -2166.394668
bse49_Si-Cl_3_A   |   -525.160492   |   -524.864354   |   -525.160318
bse49_Si-Cl_3_AB   |   -984.847573   |   -984.469805   |   -984.847629
bse49_Si-Cl_40_AB   |   -1130.1645   |   -1129.668956   |   -1130.16406
bse49_Si-Cl_41_AB   |   -980.155262   |   -979.805337   |   -980.155187
bse49_Si-Cl_42_AB   |   -1079.105176   |   -1078.668864   |   -1079.105178
bse49_Si-Cl_43_AB   |   -1079.106354   |   -1078.670073   |   -1079.106388
bse49_Si-Cl_44_AB   |   -1439.147994   |   -1438.726634   |   -1439.148024
bse49_Si-Cl_45_AB   |   -1019.23917   |   -1018.846121   |   -1019.239213
bse49_Si-Cl_47_AB   |   -1316.11656   |   -1315.465383   |   -1316.116544
bse49_Si-Cl_48_AB   |   -1094.16503   |   -1093.700815   |   -1094.164899
bse49_Si-Cl_49_AB   |   -1071.979498   |   -1071.547641   |   -1071.980108
bse49_Si-Cl_4_A   |   -486.078044   |   -485.825575   |   -486.077865
bse49_Si-Cl_4_AB   |   -945.765133   |   -945.431008   |   -945.765159
bse49_Si-Cl_50_AB   |   -1898.135166   |   -1897.642114   |   -1898.135078
bse49_Si-Cl_51_AB   |   -1898.139007   |   -1897.646459   |   -1898.139255
bse49_Si-Cl_52_A   |   -899.712491   |   -899.460233   |   -899.713106
bse49_Si-Cl_52_AB   |   -1359.400238   |   -1359.065948   |   -1359.400611
bse49_Si-Cl_53_A   |   -458.630281   |   -458.43337   |   -458.629724
bse49_Si-Cl_53_AB   |   -918.31511   |   -918.036264   |   -918.314285
bse49_Si-Cl_54_A   |   -917.690146   |   -917.41808   |   -917.689541
bse49_Si-Cl_54_AB   |   -1377.369621   |   -1377.015787   |   -1377.368799
bse49_Si-Cl_55_A   |   -1376.743343   |   -1376.396583   |   -1376.743223
bse49_Si-Cl_55_AB   |   -1836.421277   |   -1835.992512   |   -1836.420902
bse49_Si-Cl_56_A   |   -536.773257   |   -536.489097   |   -536.77255
bse49_Si-Cl_56_AB   |   -996.454792   |   -996.088856   |   -996.454106
bse49_Si-Cl_57_A   |   -1454.884436   |   -1454.450895   |   -1454.884382
bse49_Si-Cl_57_AB   |   -1914.562033   |   -1914.046924   |   -1914.561632
bse49_Si-Cl_58_A   |   -614.941358   |   -614.5704   |   -614.94109
bse49_Si-Cl_58_AB   |   -1074.622901   |   -1074.170393   |   -1074.622519
bse49_Si-Cl_59_A   |   -488.699102   |   -488.492218   |   -488.699601
bse49_Si-Cl_59_AB   |   -948.389956   |   -948.101026   |   -948.390023
bse49_Si-Cl_5_A   |   -446.99556   |   -446.786796   |   -446.99543
bse49_Si-Cl_5_AB   |   -906.682657   |   -906.392198   |   -906.682688
bse49_Si-Cl_60_AB   |   -789.438371   |   -789.279219   |   -789.438452
bse49_Si-Cl_61_A   |   -389.674661   |   -389.555372   |   -389.674899
bse49_Si-Cl_61_AB   |   -849.363228   |   -849.161738   |   -849.363255
bse49_Si-Cl_63_AB   |   -996.161078   |   -995.79969   |   -996.161882
bse49_Si-Cl_64_AB   |   -1455.218517   |   -1454.782169   |   -1455.219073
bse49_Si-Cl_65_AB   |   -1914.272712   |   -1913.761447   |   -1914.273299
bse49_Si-Cl_66_AB   |   -996.163421   |   -995.802029   |   -996.16463
bse49_Si-Cl_67_AB   |   -1455.221451   |   -1454.78507   |   -1455.222658
bse49_Si-Cl_6_AB   |   -828.51709   |   -828.314058   |   -828.517148
bse49_Si-Cl_71_A   |   -727.366421   |   -727.229722   |   -727.366744
bse49_Si-Cl_71_AB   |   -1187.04864   |   -1186.830007   |   -1187.048281
bse49_Si-Cl_72_A   |   -824.650024   |   -824.139737   |   -824.649701
bse49_Si-Cl_72_AB   |   -1284.338858   |   -1283.746944   |   -1284.338704
bse49_Si-Cl_73_A   |   -1544.981553   |   -1544.753865   |   -1544.982247
bse49_Si-Cl_73_AB   |   -2004.656766   |   -2004.346626   |   -2004.656311
bse49_Si-Cl_74_A   |   -626.661933   |   -626.324963   |   -626.662096
bse49_Si-Cl_74_AB   |   -1086.350768   |   -1085.931965   |   -1086.351196
bse49_Si-Cl_75_AB   |   -1047.41306   |   -1047.037149   |   -1047.413234
bse49_Si-Cl_76_AB   |   -944.606177   |   -944.277461   |   -944.606306
bse49_Si-Cl_77_AB   |   -905.517593   |   -905.232193   |   -905.517829
bse49_Si-Cl_78_A   |   -947.756172   |   -947.474843   |   -947.756829
bse49_Si-Cl_78_AB   |   -1407.441962   |   -1407.078516   |   -1407.442291
bse49_Si-Cl_79_A   |   -848.734023   |   -848.539795   |   -848.734569
bse49_Si-Cl_79_AB   |   -1308.419764   |   -1308.143259   |   -1308.419801
bse49_Si-Cl_7_AB   |   -867.596466   |   -867.349993   |   -867.596269
bse49_Si-Cl_80_A   |   -749.714044   |   -749.607203   |   -749.714259
bse49_Si-Cl_80_AB   |   -1209.396278   |   -1209.207181   |   -1209.396225
bse49_Si-Cl_81_AB   |   -1439.213552   |   -1438.788666   |   -1439.213399
bse49_Si-Cl_82_A   |   -1184.678359   |   -1184.182451   |   -1184.677709
bse49_Si-Cl_82_AB   |   -1644.366355   |   -1643.788941   |   -1644.365904
bse49_Si-Cl_83_A   |   -1015.691304   |   -1015.31833   |   -1015.691362
bse49_Si-Cl_83_AB   |   -1475.371571   |   -1474.917096   |   -1475.371672
bse49_Si-Cl_84_A   |   -1474.744064   |   -1474.296457   |   -1474.744273
bse49_Si-Cl_84_AB   |   -1934.42353   |   -1933.89409   |   -1934.423631
bse49_Si-Cl_85_AB   |   -866.407458   |   -866.168416   |   -866.407766
bse49_Si-Cl_86_A   |   -2624.820682   |   -2624.37746   |   -2624.821164
bse49_Si-Cl_86_AB   |   -3084.498634   |   -3083.973447   |   -3084.498825
bse49_Si-Cl_87_A   |   -517.547322   |   -517.293242   |   -517.546944
bse49_Si-Cl_87_AB   |   -977.227576   |   -976.891821   |   -977.227546
bse49_Si-Cl_88_A   |   -2165.767139   |   -2165.39887   |   -2165.767468
bse49_Si-Cl_88_AB   |   -2625.448088   |   -2624.997971   |   -2625.448329
bse49_Si-Cl_89_A   |   -2165.842039   |   -2165.470341   |   -2165.842168
bse49_Si-Cl_89_AB   |   -2625.521757   |   -2625.067895   |   -2625.521528
