Name E(HF/CBS) E(HF/aDZ) E(HF/aDZ-ACP_HF)
bse49_S-Cl_10_A -1606.2546321200 -1606.1720142300 -1606.2541682574
bse49_S-Cl_10_AB -2065.7895288200 -2065.6835149700 -2065.7892503014
bse49_S-Cl_11_A -1147.2520767400 -1147.1907327200 -1147.2517884422
bse49_S-Cl_11_AB -1606.7890074900 -1606.7038540500 -1606.7887874551
bse49_S-Cl_12_A -688.2513213790 -688.2102696900 -688.2507560836
bse49_S-Cl_12_AB -1147.7873621100 -1147.7230519700 -1147.7871471325
bse49_S-Cl_13_A -739.4644833630 -739.4222862300 -739.4653268997
bse49_S-Cl_13_AB -1198.9951847800 -1198.9324509400 -1198.9953056774
bse49_S-Cl_14_A -817.5880786100 -817.5151808100 -817.5885400853
bse49_S-Cl_14_AB -1277.1166600800 -1277.0250676500 -1277.1167530110
bse49_S-Cl_16_A -1813.9473648100 -1813.8618216000 -1813.9474700070
bse49_S-Cl_16_AB -2273.4855898200 -2273.3753606300 -2273.4858747187
bse49_S-Cl_17_AB -1100.2589384100 -1100.1408420700 -1100.2587261017
bse49_S-Cl_18_AB -1303.7945303700 -1303.6163540000 -1303.7941546864
bse49_S-Cl_19_AB -1507.3122276500 -1507.0731272900 -1507.3120012530
bse49_S-Cl_20_AB -974.8045568880 -974.7249059300 -974.8049038993
bse49_S-Cl_21_AB -935.7537874910 -935.6854000200 -935.7541167297
bse49_S-Cl_22_AB -1013.8548566700 -1013.7638882700 -1013.8550674416
bse49_S-Cl_23_AB -1013.8540590200 -1013.7626314800 -1013.8543411864
bse49_S-Cl_25_AB -974.8037309370 -974.7236041500 -974.8040495199
bse49_S-Cl_27_A -964.2798725070 -964.1189586900 -964.2797097816
bse49_S-Cl_27_AB -1423.8161786300 -1423.6314600300 -1423.8161260731
bse49_S-Cl_28_A -1020.3285494100 -1020.1479658400 -1020.3288247779
bse49_S-Cl_28_AB -1479.8643300100 -1479.6597748900 -1479.8645343216
bse49_S-Cl_29_A -585.8122516140 -585.7324129900 -585.8122980897
bse49_S-Cl_29_AB -1045.3486268300 -1045.2438863800 -1045.3488202666
bse49_S-Cl_2_AB -1255.2080513600 -1255.1429298600 -1255.2082367810
bse49_S-Cl_30_A -624.8513276790 -624.7576131200 -624.8514076013
bse49_S-Cl_30_AB -1084.3881718400 -1084.2696634100 -1084.3884315083
bse49_S-Cl_31_AB -1009.4853380000 -1009.3946553800 -1009.4855734100
bse49_S-Cl_32_A -510.8842119000 -510.8293790200 -510.8839732402
bse49_S-Cl_32_AB -970.4236214360 -970.3443860900 -970.4236566762
bse49_S-Cl_33_A -1039.1795492200 -1038.9789874600 -1039.1791243811
bse49_S-Cl_33_AB -1498.7186616800 -1498.4941378700 -1498.7187389854
bse49_S-Cl_34_A -609.8043339270 -609.7115040400 -609.8044384646
bse49_S-Cl_34_AB -1069.3403024700 -1069.2224582300 -1069.3404488028
bse49_S-Cl_35_A -969.8334203270 -969.7597296900 -969.8333836006
bse49_S-Cl_35_AB -1429.3706817000 -1429.2717738400 -1429.3706842390
bse49_S-Cl_36_A -547.7812222780 -547.7057659400 -547.7811609962
bse49_S-Cl_36_AB -1007.3184304400 -1007.2193402800 -1007.3184144824
bse49_S-Cl_37_A -586.8259686040 -586.7368329000 -586.8259781667
bse49_S-Cl_37_AB -1046.3617771800 -1046.2486968400 -1046.3616657389
bse49_S-Cl_38_AB -934.5579533670 -934.4890503000 -934.5580428134
bse49_S-Cl_39_AB -933.3400387630 -933.2703028500 -933.3400488007
bse49_S-Cl_40_AB -949.3960388910 -949.3242595200 -949.3956990573
bse49_S-Cl_41_A -887.4294676140 -887.3585456900 -887.4292876042
bse49_S-Cl_41_AB -1346.9561614300 -1346.8624232700 -1346.9556905965
bse49_S-Cl_42_A -565.9706030870 -565.8988110100 -565.9706504895
bse49_S-Cl_42_AB -1025.5108129800 -1025.4152637500 -1025.5110273912
bse49_S-Cl_43_A -605.0137808280 -604.9290352700 -605.0137193858
bse49_S-Cl_43_AB -1064.5543529900 -1064.4460276600 -1064.5545921366
bse49_S-Cl_44_A -644.0533087460 -643.9556773200 -644.0532092318
bse49_S-Cl_44_AB -1103.5889599600 -1103.4670051000 -1103.5890237999
bse49_S-Cl_45_A -645.1865569760 -645.0896717100 -645.1873507671
bse49_S-Cl_45_AB -1104.7318119300 -1104.6120571800 -1104.7325594254
bse49_S-Cl_46_AB -986.3408411390 -986.2574848500 -986.3414096403
bse49_S-Cl_47_A -1193.2370275800 -1193.1730417200 -1193.2368477428
bse49_S-Cl_47_AB -1652.7654778800 -1652.6787370600 -1652.7653344916
bse49_S-Cl_48_A -887.4130954770 -887.3404366500 -887.4139735259
bse49_S-Cl_48_AB -1346.9423354500 -1346.8469947300 -1346.9423569506
bse49_S-Cl_49_A -908.4453389320 -908.3712247100 -908.4453104766
bse49_S-Cl_49_AB -1367.9820634500 -1367.8826081200 -1367.9820690773
bse49_S-Cl_4_AB -932.5301595510 -932.4561661400 -932.5304536635
bse49_S-Cl_50_AB -1293.0607280200 -1292.9858494800 -1293.0608863569
bse49_S-Cl_51_A -908.4367417740 -908.3629489900 -908.4371570404
bse49_S-Cl_51_AB -1367.9698008000 -1367.8724972000 -1367.9696414469
bse49_S-Cl_52_A -1231.0780456300 -1231.0084933800 -1231.0782561054
bse49_S-Cl_52_AB -1690.6139194800 -1690.5206448000 -1690.6137235792
bse49_S-Cl_53_A -1270.1312261100 -1270.0472382400 -1270.1314428591
bse49_S-Cl_53_AB -1729.6694371900 -1729.5615900900 -1729.6692730654
bse49_S-Cl_54_A -947.4742614120 -947.3866642500 -947.4745912946
bse49_S-Cl_54_AB -1407.0133912600 -1406.9018716600 -1407.0136360193
bse49_S-Cl_55_A -1059.3683872600 -1059.1744593600 -1059.3688164388
bse49_S-Cl_55_AB -1518.9039754400 -1518.6862482700 -1518.9046831690
bse49_S-Cl_56_A -984.4761523220 -984.3181269800 -984.4760877629
bse49_S-Cl_56_AB -1444.0118338400 -1443.8304464000 -1444.0120598081
bse49_S-Cl_57_A -491.0299998380 -490.9834791100 -491.0294731152
bse49_S-Cl_57_AB -950.5705421320 -950.4995867300 -950.5704237520
bse49_S-Cl_58_A -530.0753534330 -530.0152924200 -530.0745620647
bse49_S-Cl_58_AB -989.6151131430 -989.5309148400 -989.6147396006
bse49_S-Cl_59_A -564.7218571890 -564.6460080000 -564.7217692113
bse49_S-Cl_59_AB -1024.2570453400 -1024.1564666500 -1024.2572472055
bse49_S-Cl_5_A -453.1705413860 -453.1292780100 -453.1706896028
bse49_S-Cl_5_AB -912.7049224650 -912.6399719400 -912.7046988244
bse49_S-Cl_60_AB -1025.4126104000 -1025.3181862900 -1025.4123048316
bse49_S-Cl_61_AB -1064.4695342300 -1064.3638387500 -1064.4695159626
bse49_S-Cl_62_A -704.0776933430 -703.9597166700 -704.0771361402
bse49_S-Cl_62_AB -1163.6199781300 -1163.4790347200 -1163.6200242715
bse49_S-Cl_63_A -665.0256414790 -664.9189196200 -665.0252198724
bse49_S-Cl_63_AB -1124.5673686700 -1124.4371465700 -1124.5673785420
bse49_S-Cl_64_A -665.0441658790 -664.9402338900 -665.0439218897
bse49_S-Cl_64_AB -1124.5842811400 -1124.4570060000 -1124.5843272498
bse49_S-Cl_65_A -625.9913282810 -625.8984230600 -625.9913647127
bse49_S-Cl_65_AB -1085.5323473200 -1085.4155661900 -1085.5326689261
bse49_S-Cl_66_A -699.7381503290 -699.6136475700 -699.7380779792
bse49_S-Cl_66_AB -1159.2749809300 -1159.1261406400 -1159.2750281264
bse49_S-Cl_69_AB -857.6479334750 -857.6051750100 -857.6483944561
bse49_S-Cl_6_A -492.2140535640 -492.1599828600 -492.2142161790
bse49_S-Cl_6_AB -951.7483659110 -951.6711823000 -951.7483046884
bse49_S-Cl_70_AB -966.5301633940 -966.4527107600 -966.5298407646
bse49_S-Cl_71_AB -1005.5819534500 -1005.4918537300 -1005.5814348576
bse49_S-Cl_72_A -718.9442608710 -718.8155715100 -718.9440249445
bse49_S-Cl_72_AB -1178.4813685200 -1178.3284733000 -1178.4813347303
bse49_S-Cl_73_AB -1103.2793071900 -1103.1649848000 -1103.2789522279
bse49_S-Cl_74_AB -1103.2817996100 -1103.1691300000 -1103.2818598878
bse49_S-Cl_75_AB -1103.2831192800 -1103.1691956800 -1103.2835028539
bse49_S-Cl_77_AB -1201.2123123500 -1201.0637856600 -1201.2122849253
bse49_S-Cl_78_AB -1201.2159367700 -1201.0686294500 -1201.2162477322
bse49_S-Cl_79_AB -1201.2188034200 -1201.0714459900 -1201.2192062845
bse49_S-Cl_7_AB -1061.1903082400 -1061.0814498500 -1061.1900926186
bse49_S-Cl_80_AB -1290.8376102100 -1290.6671725200 -1290.8370813697
bse49_S-Cl_81_AB -1290.8466622500 -1290.6763812000 -1290.8466162557
bse49_S-Cl_82_AB -1239.9891942500 -1239.8376933600 -1239.9894760141
bse49_S-Cl_83_AB -971.5692418010 -971.4812612600 -971.5690239666
bse49_S-Cl_84_AB -1126.3373798100 -1126.2162313900 -1126.3376405674
bse49_S-Cl_85_A -670.3020839810 -670.2022452600 -670.3021402098
bse49_S-Cl_85_AB -1129.8422893900 -1129.7192378000 -1129.8427800014
bse49_S-Cl_86_AB -989.6179679080 -989.5299733800 -989.6175612962
bse49_S-Cl_87_AB -1088.5108198500 -1088.3880406900 -1088.5104193328
bse49_S-Cl_88_AB -1028.6659615700 -1028.5648918500 -1028.6659250308
bse49_S-Cl_89_AB -1193.4120348400 -1193.2443807000 -1193.4120154650
bse49_S-Cl_8_A -1355.0262653700 -1354.9583460500 -1355.0262568535
bse49_S-Cl_8_AB -1814.5655664800 -1814.4731901900 -1814.5657193339
bse49_S-Cl_9_A -2065.2522014400 -2065.1482319000 -2065.2512894240
bse49_S-Cl_9_AB -2524.7860402400 -2524.6584474200 -2524.7855424480
bse49_S-F_10_A -985.2044559360 -985.0222734000 -985.2042229921
bse49_S-F_10_AB -1084.6719778800 -1084.4466820900 -1084.6717299457
bse49_S-F_11_A -886.2182370940 -886.0844769900 -886.2178228835
bse49_S-F_11_AB -985.6868730040 -985.5107303300 -985.6865248267
bse49_S-F_12_A -787.2335444170 -787.1468249200 -787.2332002831
bse49_S-F_12_AB -886.7029444260 -886.5737344100 -886.7026568856
bse49_S-F_13_AB -787.7225689800 -787.6394947500 -787.7222989742
bse49_S-F_14_AB -838.9351288470 -838.8529425300 -838.9350945687
bse49_S-F_15_AB -917.0558658070 -916.9446297400 -917.0558809924
bse49_S-F_16_AB -1454.5073172400 -1454.3953373100 -1454.5074065365
bse49_S-F_17_AB -1913.4285780000 -1913.2985367900 -1913.4288722976
bse49_S-F_18_AB -740.2007147130 -740.0630173800 -740.2005754519
bse49_S-F_19_AB -943.7359544590 -943.5384066200 -943.7355229863
bse49_S-F_1_AB -536.6430084890 -536.5666019200 -536.6429574988
bse49_S-F_20_AB -1147.2551362200 -1146.9966173600 -1147.2550707082
bse49_S-F_21_AB -614.7463400960 -614.6469888100 -614.7464724087
bse49_S-F_22_AB -575.6950135870 -575.6072385500 -575.6952253207
bse49_S-F_23_AB -653.7967627860 -653.6862075600 -653.7967042024
bse49_S-F_24_AB -653.7954643230 -653.6844266300 -653.7954589151
bse49_S-F_29_AB -1119.8041005400 -1119.5797061900 -1119.8042259257
bse49_S-F_2_AB -895.1521129440 -895.0668181400 -895.1523552164
bse49_S-F_30_AB -685.2906178370 -685.1659960200 -685.2906606036
bse49_S-F_31_AB -724.3301935760 -724.1918538100 -724.3302488047
bse49_S-F_32_AB -610.3643387620 -610.2656028400 -610.3642808940
bse49_S-F_33_AB -1138.6664231000 -1138.4210980500 -1138.6664309600
bse49_S-F_34_AB -709.2820759040 -709.1442716400 -709.2822224723
bse49_S-F_35_AB -1069.3125763900 -1069.1935714900 -1069.3124891100
bse49_S-F_36_AB -647.2652455080 -647.1448951200 -647.2657687247
bse49_S-F_37_AB -686.3089087950 -686.1745545400 -686.3093056049
bse49_S-F_38_AB -574.5004909890 -574.4120916100 -574.5004886190
bse49_S-F_39_AB -573.2821646210 -573.1926866800 -573.2820779207
bse49_S-F_3_AB -934.2042153750 -934.1045429200 -934.2043206086
bse49_S-F_40_AB -589.3366142220 -589.2450456000 -589.3363803024
bse49_S-F_41_AB -986.8997959370 -986.7855268900 -986.8992745826
bse49_S-F_42_AB -665.4538684670 -665.3394399600 -665.4540347059
bse49_S-F_43_AB -704.4974715540 -704.3702469800 -704.4975307614
bse49_S-F_44_AB -743.5312339680 -743.3895146600 -743.5310241968
bse49_S-F_45_AB -744.6726243700 -744.5334481900 -744.6735245321
bse49_S-F_46_AB -626.2678213300 -626.1598605500 -626.2687177801
bse49_S-F_47_AB -1292.7090022500 -1292.6020465400 -1292.7087606479
bse49_S-F_48_AB -986.8875638900 -986.7717164200 -986.8880411708
bse49_S-F_49_AB -1007.9234429600 -1007.8059461900 -1007.9233971322
bse49_S-F_4_AB -572.4782136280 -572.3839159500 -572.4787750748
bse49_S-F_50_AB -933.0042882960 -932.9106920500 -933.0044589551
bse49_S-F_51_AB -1007.9133946900 -1007.7974109800 -1007.9134485813
bse49_S-F_52_AB -1330.5602493700 -1330.4475800700 -1330.5601359590
bse49_S-F_53_AB -1369.6141683000 -1369.4868158500 -1369.6142371129
bse49_S-F_54_AB -1046.9565922800 -1046.8250276800 -1046.9565882713
bse49_S-F_55_AB -1158.8425147900 -1158.6050153300 -1158.8428239227
bse49_S-F_56_AB -1083.9514267900 -1083.7500457300 -1083.9514573975
bse49_S-F_57_AB -590.5121279490 -590.4217590500 -590.5121200580
bse49_S-F_58_AB -629.5563533660 -629.4528298600 -629.5559266706
bse49_S-F_59_AB -664.2033776790 -664.0819352500 -664.2036187138
bse49_S-F_5_AB -552.6526360570 -552.5676802000 -552.6531842575
bse49_S-F_60_AB -665.3534071130 -665.2396814100 -665.3531930176
bse49_S-F_61_AB -704.4117875960 -704.2865503700 -704.4116706282
bse49_S-F_62_A -661.8603921780 -661.7579209600 -661.8607663031
bse49_S-F_62_AB -761.3411038140 -761.1956501800 -761.3414718238
bse49_S-F_63_A -778.9681631840 -778.8242645000 -778.9678698328
bse49_S-F_63_AB -878.4492925710 -878.2630274200 -878.4487933716
bse49_S-F_64_AB -803.5614572210 -803.4008805900 -803.5611067134
bse49_S-F_65_AB -764.5078187750 -764.3580895400 -764.5075762917
bse49_S-F_66_AB -764.5274375760 -764.3803141600 -764.5274229813
bse49_S-F_67_AB -725.4731491790 -725.3369123500 -725.4732679647
bse49_S-F_68_AB -799.2221239710 -799.0527033000 -799.2223901118
bse49_S-F_69_AB -596.4717785770 -596.3651537400 -596.4716553162
bse49_S-F_6_AB -591.6951748730 -591.5976369600 -591.6957239136
bse49_S-F_72_AB -606.4712397970 -606.3721404100 -606.4716975941
bse49_S-F_73_AB -645.5233691800 -645.4119778600 -645.5237348255
bse49_S-F_74_AB -818.4285933950 -818.2551535500 -818.4287580957
bse49_S-F_75_AB -743.2224389710 -743.0887053400 -743.2220313765
bse49_S-F_76_AB -743.2234636650 -743.0911465000 -743.2232840943
bse49_S-F_77_AB -743.2266770160 -743.0934530300 -743.2269354730
bse49_S-F_78_AB -727.2241991770 -727.0950133000 -727.2242094301
bse49_S-F_79_AB -841.1565769960 -840.9887668000 -841.1562813105
bse49_S-F_7_AB -701.1341464840 -701.0048598600 -701.1336196096
bse49_S-F_81_AB -841.1606475570 -840.9936537000 -841.1608242602
bse49_S-F_82_AB -766.2758686040 -766.1346164100 -766.2756723124
bse49_S-F_83_AB -930.7860482910 -930.5961888800 -930.7853523001
bse49_S-F_85_AB -1223.6474060300 -1223.4575823900 -1223.6473841586
bse49_S-F_86_AB -879.9306648620 -879.7592440700 -879.9305502396
bse49_S-F_87_AB -611.5168271940 -611.4083278700 -611.5168319881
bse49_S-F_88_AB -766.2780568500 -766.1374440100 -766.2782111735
bse49_S-F_89_AB -769.7826284830 -769.6400585000 -769.7830275000
bse49_S-F_8_A -536.0571163740 -535.9889207700 -536.0568450614
bse49_S-F_8_AB -635.5367945490 -635.4249734700 -635.5368861907
bse49_S-F_90_AB -629.5628518170 -629.4542002200 -629.5631431255
bse49_S-F_91_AB -728.4559716190 -728.3123343300 -728.4562510812
bse49_S-F_92_AB -668.6144595250 -668.4938010900 -668.6144300261
bse49_S-F_93_AB -833.3522820280 -833.1653328900 -833.3524056308
bse49_S-F_9_A -634.9592812760 -634.8545710700 -634.9590234716
bse49_S-F_9_AB -734.4390831610 -734.2909149300 -734.4391501844
bse49_S-S_10_AB -1749.4594384000 -1749.2491923200 -1749.4594280463
bse49_S-S_11_AB -1749.4667104400 -1749.2563739600 -1749.4668068058
bse49_S-S_12_AB -1329.5815411100 -1329.3770637800 -1329.5816764258
bse49_S-S_13_AB -1749.4603574400 -1749.2510249800 -1749.4602505269
bse49_S-S_13_B -1008.8808489600 -1008.7966399200 -1008.8806537564
bse49_S-S_14_AB -1329.5800474600 -1329.3758816900 -1329.5802280416
bse49_S-S_15_A -628.0493460730 -627.9586690300 -628.0492143139
bse49_S-S_15_AB -1368.6292089300 -1368.4133843900 -1368.6290907699
bse49_S-S_16_AB -1219.6569607400 -1219.4659917700 -1219.6572824784
bse49_S-S_17_A -846.6554910330 -846.4790449500 -846.6551019678
bse49_S-S_17_AB -1693.3588745500 -1693.0010752400 -1693.3583876397
bse49_S-S_18_AB -1256.1481739700 -1255.9618441500 -1256.1477874246
bse49_S-S_1_A -593.3635231550 -593.2835878000 -593.3634281222
bse49_S-S_1_AB -991.5229284030 -991.4191523600 -991.5233404182
bse49_S-S_20_AB -1099.9468507800 -1099.8073498600 -1099.9466179969
bse49_S-S_21_A -1013.2537161200 -1013.1692660400 -1013.2532233699
bse49_S-S_21_AB -1567.6147668600 -1567.4585180700 -1567.6145971336
bse49_S-S_23_AB -952.4764991650 -952.3817742800 -952.4770204669
bse49_S-S_26_AB -1030.5773098900 -1030.4596762900 -1030.5776912951
bse49_S-S_27_A -1292.3990685600 -1292.1266405400 -1292.3992502946
bse49_S-S_27_AB -2584.8418344200 -2584.2933032400 -2584.8421247149
bse49_S-S_28_AB -1467.8015606700 -1467.5104025400 -1467.8015326245
bse49_S-S_29_AB -987.1610922330 -987.0579380400 -987.1614504278
bse49_S-S_2_AB -1256.1505615100 -1255.9641255400 -1256.1503938329
bse49_S-S_30_AB -874.3753590750 -874.3064786400 -874.3759036332
bse49_S-S_32_AB -913.4258520550 -913.3455944200 -913.4263711581
bse49_S-S_33_AB -948.1096445260 -948.0182007800 -948.1098080359
bse49_S-S_35_A -921.5825162110 -921.3776364700 -921.5823759159
bse49_S-S_35_AB -1655.5073774500 -1655.1543792400 -1655.5077292814
bse49_S-S_36_AB -1531.4354723700 -1531.1324961500 -1531.4358502947
bse49_S-S_37_A -591.0063154290 -590.9308323900 -591.0061147556
bse49_S-S_37_AB -1145.3660027100 -1145.2184349100 -1145.3659578945
bse49_S-S_38_AB -1151.6549353600 -1151.4988770300 -1151.6551683014
bse49_S-S_39_AB -2088.7021189200 -2088.3120934400 -2088.7012227345
bse49_S-S_3_A -626.8488566990 -626.7593928700 -626.8485959431
bse49_S-S_3_AB -1253.7486990300 -1253.5642765900 -1253.7484248551
bse49_S-S_40_AB -999.8193935110 -999.7112641300 -999.8199047887
bse49_S-S_41_AB -1178.0497682800 -1177.8867369300 -1178.0498109742
bse49_S-S_42_AB -1654.1800429400 -1653.8898002800 -1654.1797847029
bse49_S-S_44_AB -1542.6974554700 -1542.3756010700 -1542.6977563720
bse49_S-S_45_AB -1132.0391827700 -1131.8720412900 -1132.0396718061
bse49_S-S_4_A -665.8979902660 -665.7988778600 -665.8981653267
bse49_S-S_4_AB -1331.8467753100 -1331.6433082500 -1331.8472557358
bse49_S-S_5_AB -1178.0475209400 -1177.8846324000 -1178.0471864046
bse49_S-S_6_A -667.1002894090 -666.9976050500 -667.1001942286
bse49_S-S_6_AB -1217.0983772000 -1216.9235460800 -1217.0981568638
bse49_S-S_7_AB -1217.0989378300 -1216.9242669500 -1217.0987416785
bse49_S-S_8_A -744.0376052610 -743.9157211200 -744.0374930470
bse49_S-S_8_AB -1294.0365661200 -1293.8424099600 -1294.0365650897
bse49_S-S_9_AB -1290.5286000500 -1290.3361978700 -1290.5285550812
bse49_Si-Cl_10_AB -937.9664331100 -937.8620162900 -937.9660011723
bse49_Si-Cl_11_AB -867.4519588850 -867.3676138900 -867.4521354927
bse49_Si-Cl_12_AB -842.0525446750 -841.9795556900 -842.0523519441
bse49_Si-Cl_13_AB -1018.9709124600 -1018.8474030300 -1018.9709987651
bse49_Si-Cl_14_A -524.9723098090 -524.8739017600 -524.9723163966
bse49_Si-Cl_14_AB -984.6047833820 -984.4844757200 -984.6050618546
bse49_Si-Cl_15_A -485.9215197320 -485.8351243200 -485.9214922201
bse49_Si-Cl_15_AB -945.5539839390 -945.4456799900 -945.5542231230
bse49_Si-Cl_16_A -446.8705920630 -446.7962199200 -446.8705422986
bse49_Si-Cl_16_AB -906.5030309290 -906.4067205700 -906.5032567423
bse49_Si-Cl_17_AB -828.4057562710 -828.3328497000 -828.4058252818
bse49_Si-Cl_18_A -517.4080679600 -517.3121767000 -517.4077948772
bse49_Si-Cl_18_AB -977.0363629450 -976.9181155900 -977.0360125810
bse49_Si-Cl_19_AB -1092.6825994600 -1092.5386911800 -1092.6829594613
bse49_Si-Cl_1_AB -867.4357959510 -867.3532179800 -867.4359865799
bse49_Si-Cl_20_A -446.8829499030 -446.8064560300 -446.8827711057
bse49_Si-Cl_20_AB -906.5180789180 -906.4205380200 -906.5180871060
bse49_Si-Cl_21_AB -867.4724130160 -867.3862204800 -867.4723456183
bse49_Si-Cl_22_AB -827.1934922030 -827.1238303800 -827.1932538763
bse49_Si-Cl_23_A -366.3696583310 -366.3227865800 -366.3695130924
bse49_Si-Cl_23_AB -825.9925084380 -825.9216003900 -825.9924274785
bse49_Si-Cl_24_AB -866.2462342330 -866.1646841600 -866.2458807825
bse49_Si-Cl_25_AB -866.2611350230 -866.1776625400 -866.2608911231
bse49_Si-Cl_26_A -406.6181043110 -406.5598245900 -406.6179849152
bse49_Si-Cl_28_A -788.7149705800 -788.6596000600 -788.7149977694
bse49_Si-Cl_28_AB -1248.3427779700 -1248.2636563900 -1248.3428226857
bse49_Si-Cl_29_A -527.6746308010 -527.5489417500 -527.6746252752
bse49_Si-Cl_29_AB -987.3115386790 -987.1606839000 -987.3118287538
bse49_Si-Cl_2_AB -1018.9845458100 -1018.8589053800 -1018.9843032314
bse49_Si-Cl_30_A -788.6465110790 -788.5939462500 -788.6463225910
bse49_Si-Cl_30_AB -1248.2738170600 -1248.1979138600 -1248.2734846799
bse49_Si-Cl_31_A -827.7006664460 -827.6365540800 -827.7008492765
bse49_Si-Cl_31_AB -1287.3276950800 -1287.2404422200 -1287.3278222429
bse49_Si-Cl_32_AB -1325.1882037600 -1325.0896357600 -1325.1885937847
bse49_Si-Cl_33_A -937.3508606350 -937.2494954500 -937.3511419857
bse49_Si-Cl_33_AB -1396.9658937300 -1396.8404685600 -1396.9654886036
bse49_Si-Cl_34_A -841.4296049790 -841.3604019500 -841.4297927517
bse49_Si-Cl_34_AB -1301.0517354500 -1300.9573870300 -1301.0517954815
bse49_Si-Cl_35_AB -1707.3440040400 -1707.2445283400 -1707.3438700103
bse49_Si-Cl_36_A -1544.4200976400 -1544.2355447300 -1544.4202933636
bse49_Si-Cl_36_AB -2004.0422767300 -2003.8329492300 -2004.0424632451
bse49_Si-Cl_37_A -1396.3428877700 -1396.2213564200 -1396.3427128584
bse49_Si-Cl_37_AB -1855.9632151700 -1855.8164737900 -1855.9628704275
bse49_Si-Cl_38_A -1300.4274834900 -1300.3371953000 -1300.4279481172
bse49_Si-Cl_38_AB -1760.0486991200 -1759.9327700500 -1760.0487630442
bse49_Si-Cl_39_A -1706.5053113800 -1706.4184221400 -1706.5052803721
bse49_Si-Cl_39_AB -2166.1300110200 -2166.0192910600 -2166.1298475210
bse49_Si-Cl_3_A -524.9601647810 -524.8643536800 -524.9603205348
bse49_Si-Cl_3_AB -984.5883928360 -984.4698046000 -984.5886778613
bse49_Si-Cl_40_AB -1129.8471796000 -1129.6689564800 -1129.8479996149
bse49_Si-Cl_41_AB -979.9173431850 -979.8053373700 -979.9171541286
bse49_Si-Cl_42_AB -1078.8165649000 -1078.6688635500 -1078.8164463856
bse49_Si-Cl_43_AB -1078.8178636800 -1078.6700735000 -1078.8177073386
bse49_Si-Cl_44_AB -1438.8565457100 -1438.7266342100 -1438.8564213548
bse49_Si-Cl_45_AB -1018.9700795200 -1018.8461206100 -1018.9701169537
bse49_Si-Cl_47_AB -1315.6973103600 -1315.4653833800 -1315.6969347923
bse49_Si-Cl_48_AB -1093.8503513700 -1093.7008148900 -1093.8503076981
bse49_Si-Cl_49_AB -1071.6846884900 -1071.5476414800 -1071.6845490318
bse49_Si-Cl_4_A -485.9093436400 -485.8255752800 -485.9094895453
bse49_Si-Cl_4_AB -945.5375702750 -945.4310075700 -945.5378401485
bse49_Si-Cl_50_AB -1897.7905223500 -1897.6421141100 -1897.7902549926
bse49_Si-Cl_51_AB -1897.7944134200 -1897.6464589400 -1897.7941906057
bse49_Si-Cl_52_A -899.5702279190 -899.4602329000 -899.5697837608
bse49_Si-Cl_52_AB -1359.2013575700 -1359.0659483800 -1359.2009026626
bse49_Si-Cl_53_A -458.5065491200 -458.4333702900 -458.5065737097
bse49_Si-Cl_53_AB -918.1324124040 -918.0362637400 -918.1326107360
bse49_Si-Cl_54_A -917.5105876380 -917.4180798900 -917.5108838444
bse49_Si-Cl_54_AB -1377.1326457000 -1377.0157867400 -1377.1329549543
bse49_Si-Cl_55_A -1376.5095533600 -1376.3965831300 -1376.5097093870
bse49_Si-Cl_55_AB -1836.1305039900 -1835.9925116400 -1836.1306834831
bse49_Si-Cl_56_A -536.5881212120 -536.4890966300 -536.5882316375
bse49_Si-Cl_56_AB -996.2105640860 -996.0888563900 -996.2107922605
bse49_Si-Cl_57_A -1454.5893287100 -1454.4508947400 -1454.5896341422
bse49_Si-Cl_57_AB -1914.2096181000 -1914.0469238300 -1914.2099257280
bse49_Si-Cl_58_A -614.6931119510 -614.5703997100 -614.6930678336
bse49_Si-Cl_58_AB -1074.3157153000 -1074.1703933600 -1074.3156652585
bse49_Si-Cl_59_A -488.6043638530 -488.4922181400 -488.6047058682
bse49_Si-Cl_59_AB -948.2398954170 -948.1010263500 -948.2396767277
bse49_Si-Cl_5_A -446.8585454710 -446.7867955800 -446.8586667718
bse49_Si-Cl_5_AB -906.4867626210 -906.3921978000 -906.4869906752
bse49_Si-Cl_60_AB -789.3383395320 -789.2792189700 -789.3383582740
bse49_Si-Cl_61_A -389.6209548260 -389.5553717700 -389.6211437011
bse49_Si-Cl_61_AB -849.2527288220 -849.1617380100 -849.2525988844
bse49_Si-Cl_63_AB -995.9145300170 -995.7996900100 -995.9143021316
bse49_Si-Cl_64_AB -1454.9169518200 -1454.7821689600 -1454.9170329181
bse49_Si-Cl_65_AB -1913.9163276400 -1913.7614466700 -1913.9165575080
bse49_Si-Cl_66_AB -995.9169719450 -995.8020294700 -995.9166639873
bse49_Si-Cl_67_AB -1454.9199564000 -1454.7850695600 -1454.9197362962
bse49_Si-Cl_6_AB -828.3846831720 -828.3140580700 -828.3848080003
bse49_Si-Cl_71_A -727.2841297290 -727.2297222400 -727.2841930957
bse49_Si-Cl_71_AB -1186.9081215300 -1186.8300072700 -1186.9079373030
bse49_Si-Cl_72_A -824.3754574010 -824.1397370500 -824.3754632399
bse49_Si-Cl_72_AB -1284.0083560900 -1283.7469436500 -1284.0086364502
bse49_Si-Cl_73_A -1544.8329788000 -1544.7538654900 -1544.8329606298
